Event Receive Time;Event Type;Event Name;Activity Name;Host Name;Host IP;Process Name;Process Path;Business Service Name;User;Incident First Occurrence Time;Incident Last Occurrence Time;Count
17/10/2025 12:42;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;PNSA1L530;10.1.2.4;c55064d3cab9cedd63d068a4a128ed47e64bb3a9..exe;;C:\Users\jcastillom\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalState\shared\transfers\2023_42\c55064d3cab9cedd63d068a4a128ed47e64bb3a9..exe;rflores;16/10/2025 15:24;17/10/2025 12:42;159
17/10/2025 10:43;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PTLGT15;192.168.100.209;powershell.exe;;C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe;Jalopez;17/10/2025 10:43;17/10/2025 10:43;1
17/10/2025 10:39;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PC-TD32ADM;172.16.9.29;OInstall.exe;;C:\Windows\OInstall.exe;user;17/10/2025 10:04;17/10/2025 10:39;2
17/10/2025 10:31;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;QECGYERSANCHEZ;172.16.100.156;f_00012f;;C:\Users\User\AppData\Local\Google\Chrome\User Data\Default\Cache\Cache_Data\f_00012f;dcordero;03/10/2025 11:47;17/10/2025 10:31;2
17/10/2025 9:46;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;HG-LAPTOP183;192.168.1.94;WerFaultSecure.exe;;C:\Windows\System32\WerFaultSecure.exe;lsipriano;17/10/2025 9:26;17/10/2025 9:46;2
17/10/2025 8:10;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;EQU001-067;192.168.120.167;update.exe;;C:\Program Files (x86)\TeamViewer\Update\update.exe;dmunoz;17/10/2025 8:10;17/10/2025 8:10;1
17/10/2025 8:06;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;HG-LAPTOP98;10.8.80.156;cscript.exe;;C:\Windows\System32\cscript.exe;evandro.limeira;17/10/2025 7:11;17/10/2025 8:06;2
16/10/2025 21:20;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;QTEGYEEPINEDA;192.168.100.44;msedge_elf.dll;;C:\Users\epineda\Downloads\msedge_elf.dll;epineda;16/10/2025 21:20;16/10/2025 21:20;1
16/10/2025 16:36;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;PC-TD219CJR01;172.16.219.61;AnyDesk (8).exe;;C:\Users\rcontreras\Downloads\AnyDesk (8).exe;lwong;16/10/2025 16:36;16/10/2025 16:36;1
16/10/2025 16:24;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;QTEGYEEPINEDA;192.168.200.29;msedge_elf.dll;;C:\Users\epineda\Downloads\msedge_elf.dll;epineda;16/10/2025 16:24;16/10/2025 16:24;1
16/10/2025 15:35;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;QTEGYEEPINEDA;192.168.200.29;msedge_elf.dll;;C:\Users\epineda\AppData\Local\Temp\Rar$EXa13408.43901.rartemp\msedge_elf.dll;epineda;16/10/2025 15:35;16/10/2025 15:35;1
16/10/2025 15:35;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;QTEGYEEPINEDA;192.168.200.29;msedge_elf.dll;;C:\Users\epineda\AppData\Local\Temp\Rar$DRa13408.42812.rartemp\msedge_elf.dll;epineda;16/10/2025 15:35;16/10/2025 15:35;1
16/10/2025 15:35;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;QTEGYEEPINEDA;192.168.200.29;msedge_elf.dll;;C:\Users\epineda\AppData\Local\Temp\Rar$EXa13408.44333.rartemp\msedge_elf.dll;epineda;16/10/2025 15:35;16/10/2025 15:35;1
16/10/2025 15:35;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;QTEGYEEPINEDA;192.168.200.29;msedge_elf.dll;;C:\Users\epineda\AppData\Local\Temp\Rar$EXa13408.44429.rartemp\msedge_elf.dll;epineda;16/10/2025 15:35;16/10/2025 15:35;1
16/10/2025 15:35;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;QTEGYEEPINEDA;192.168.200.29;msedge_elf.dll;;C:\Users\epineda\AppData\Local\Temp\Rar$EXa13408.43783.rartemp\msedge_elf.dll;epineda;16/10/2025 15:35;16/10/2025 15:35;1
16/10/2025 15:21;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;LT-RRHH65;10.175.27.179;adobe-air-50.2.1.1-installer_Q-kyqB1.exe;;C:\Users\bvalverde\Downloads\adobe-air-50.2.1.1-installer_Q-kyqB1.exe;bvalverde;16/10/2025 15:21;16/10/2025 15:21;1
16/10/2025 15:20;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PNSAL5CD4381KNS;10.3.2.128;11716;;C:\Users\rflores\Downloads\.tmp.driveupload\11716;rflores;16/10/2025 15:19;16/10/2025 15:20;3
16/10/2025 14:34;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PNSAL5CD4381KX5;192.168.1.43;powershell.exe;;C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe;acastro;16/10/2025 14:34;16/10/2025 14:34;1
16/10/2025 14:34;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PNSAL5CD4381KX2;192.168.1.15;powershell.exe;;C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe;acastro;16/10/2025 14:30;16/10/2025 14:34;2
16/10/2025 14:30;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PNSAL5CD4381KX2;192.168.1.15;powershell.exe;;C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe;acastro;16/10/2025 14:30;16/10/2025 14:30;1
16/10/2025 14:04;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;QTEGYEEPINEDA;192.168.200.29;msedge_elf.dll;;C:\usr\Dreanweaver\msedge_elf.dll;epineda;16/10/2025 14:04;16/10/2025 14:04;1
16/10/2025 13:45;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;PQ01R3AZUNIGA;10.162.10.85;1319548146.ico;;C:\Program Files\Fortinet\FortiClient\SoftwareInventory\1319548146.ico;azuniga;16/10/2025 13:45;16/10/2025 13:45;1
16/10/2025 13:39;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;QECQYEFINANCIERO;172.16.100.75;Zip32.sfx;;C:\Program Files\WinRAR\Zip32.sfx;pguerrero;16/10/2025 13:39;16/10/2025 13:39;1
16/10/2025 12:41;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;PQ01R3AZUNIGA;10.4.8.12;1319548146.ico;;C:\Program Files\Fortinet\FortiClient\SoftwareInventory\1319548146.ico;azuniga;13/10/2025 11:16;16/10/2025 12:41;62
16/10/2025 12:30;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;PC-TD227SUB;172.16.227.30;AnyDesk (3).exe;;C:\Users\msalazar\Downloads\AnyDesk (3).exe;user;03/10/2025 11:06;16/10/2025 12:30;7
16/10/2025 11:56;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PTTRQ23;192.168.110.122;jli.dll;;C:\Users\contador\Downloads\jli.dll;Contador;16/10/2025 11:56;16/10/2025 11:56;1
16/10/2025 11:10;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;LT-OT05;172.16.5.137;rundll32.exe;;\Device\HarddiskVolume3\Windows\System32\rundll32.exe;asilvera;16/10/2025 11:10;16/10/2025 11:10;1
16/10/2025 10:50;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;LT-CONT91;172.16.4.174;OInstall.exe;;C:\Windows\OInstall.exe;karotinco;16/10/2025 10:50;16/10/2025 10:50;1
16/10/2025 10:05;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;ADMI;172.16.245.29;explorer.exe;;C:\Windows\explorer.exe;user;16/10/2025 10:05;16/10/2025 10:05;1
16/10/2025 10:00;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PQ01R4VMORILLO;10.4.6.7;Sin confirmar 657470.crdownload;;C:\Users\vmorillo\Downloads\Sin confirmar 657470.crdownload;vmorillo;16/10/2025 10:00;16/10/2025 10:00;1
16/10/2025 9:50;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PNSA1L0242;10.6.2.104;TouchpointAnalyticsClientService.exe;;C:\Program Files (x86)\HP\HP Touchpoint Analytics Client\TouchpointAnalyticsClientService.exe;ydiaz;16/10/2025 9:48;16/10/2025 9:50;3
16/10/2025 9:20;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;LT-MKT10;10.251.18.26;update.exe;;C:\Program Files\TeamViewer\Update\update.exe;mcarrillo;16/10/2025 9:20;16/10/2025 9:20;1
16/10/2025 8:34;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;LT-VCORP14;192.168.1.34;OInstall.exe;;C:\Windows\OInstall.exe;postvencorporativa8;16/10/2025 8:34;16/10/2025 8:34;1
16/10/2025 8:29;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;LT-MKT10;192.168.1.68;OInstall.exe;;C:\Windows\OInstall.exe;postvencorporativa8;16/10/2025 8:29;16/10/2025 8:29;1
16/10/2025 8:26;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PTPRD21;192.168.100.241;OfficeClickToRun.exe;;\Device\HarddiskVolume3\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe;;16/10/2025 8:26;16/10/2025 8:26;1
15/10/2025 18:49;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;LOG06D;10.30.12.147;java.exe;;C:\Loro\jdk-11-jre\bin\java.exe;logistica.corte;15/10/2025 18:49;15/10/2025 18:49;1
15/10/2025 16:40;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;PQ01R3DGARCIA;10.4.10.101;Toad.exe;;C:\Program Files\Dell\Toad for Oracle 2016 Suite\Toad for Oracle 12.9\Toad.exe;dgarcia;15/10/2025 16:40;15/10/2025 16:40;1
15/10/2025 11:40;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PA-SIST-LT-02;10.20.17.98;studio64.exe;;C:\Program Files\Android\Android Studio\bin\studio64.exe;jochoa;15/10/2025 11:40;15/10/2025 11:40;1
15/10/2025 11:16;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;LT-MKT10;192.168.1.68;update.exe;;C:\Program Files\TeamViewer\Update\update.exe;lrecalde;15/10/2025 10:06;15/10/2025 11:16;2
15/10/2025 9:51;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;PC-TD36ADM;172.16.36.29;mgwgyeml32.exe;;C:\Users\User\AppData\Roaming\deyqrtgv\mgwgyeml32.exe;User;01/10/2025 8:41;15/10/2025 9:51;18
15/10/2025 9:46;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;LT-MKT10;192.168.1.68;update.exe;;C:\Program Files\TeamViewer\Update\update.exe;acondori;15/10/2025 9:46;15/10/2025 9:46;1
15/10/2025 9:46;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;PC-TD246ADM;172.16.51.29;mgwgyeml32.exe;;C:\Users\User\AppData\Roaming\deyqrtgv\mgwgyeml32.exe;User;15/10/2025 8:45;15/10/2025 9:46;4
15/10/2025 9:26;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;PC-TD36CJR03;172.16.36.70;mgwgyeml32.exe;;C:\Users\User\AppData\Roaming\deyqrtgv\mgwgyeml32.exe;User;03/10/2025 8:55;15/10/2025 9:26;2
15/10/2025 8:24;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;PQ01R3AZUNIGA;192.168.1.46;1319548146.ico;;C:\Program Files\Fortinet\FortiClient\SoftwareInventory\1319548146.ico;azuniga;13/10/2025 20:22;15/10/2025 8:24;44
15/10/2025 7:33;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;HG-LAPTOP98;10.8.80.216;cscript.exe;;C:\Windows\System32\cscript.exe;evandro.limeira;15/10/2025 7:03;15/10/2025 7:33;2
15/10/2025 5:00;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PC-TI17;172.16.1.31;ICONPIN64.exe;;C:\Program Files\iTop Screen Recorder\ICONPIN64.exe;kgalarza;15/10/2025 5:00;15/10/2025 5:00;1
15/10/2025 5:00;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;LT-CDVES100;10.115.223.182;TaskbarAssistant.exe;;C:\Program Files\WindowsApps\E046963F.LenovoCompanion_10.2501.20.0_x64__k1h2ywk1493x8\LenovoVantage\Taskbar\TaskbarAssistant.exe;kgalarza;15/10/2025 5:00;15/10/2025 5:00;1
14/10/2025 18:38;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;LT-TI53;172.16.4.110;python.exe;;C:\Users\projasa\AppData\Local\Programs\Python\Python39\python.exe;projasa;14/10/2025 18:28;14/10/2025 18:38;2
14/10/2025 18:13;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;LT-TI53;172.16.4.110;python.exe;;C:\Users\projasa\AppData\Local\Programs\Python\Python39\python.exe;projasa;14/10/2025 18:13;14/10/2025 18:13;1
14/10/2025 15:48;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;PTGAN01;192.168.1.8;w11mdp.dll;;C:\Users\Afballesteros\AppData\Local\Kingsoft\WPS Office\12.2.0.22549\office6\w11mdp.dll;;14/10/2025 15:48;14/10/2025 15:48;1
14/10/2025 15:12;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PQ02MGOMEZ;10.25.2.15;rundll32.exe;;\Device\HarddiskVolume3\Windows\System32\rundll32.exe;fwramirez;14/10/2025 15:12;14/10/2025 15:12;1
14/10/2025 15:03;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;PTLGT17;192.168.100.99;WhatsApp.Root.exe;;C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2579.2.0_x64__cv1g1gvanyjgm\WhatsApp.Root.exe;Lmarulanda;14/10/2025 15:03;14/10/2025 15:03;1
14/10/2025 14:01;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;IND07D;10.30.12.201;mshta.exe;;C:\Windows\SysWOW64\mshta.exe;processo;14/10/2025 14:01;14/10/2025 14:01;1
14/10/2025 11:22;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;LT-COMP73;172.16.5.117;BrowsingHistoryView.exe;;C:\AntiUsbShortCut\BrowsingHistoryView.exe;grodriguez;14/10/2025 11:22;14/10/2025 11:22;1
14/10/2025 10:36;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PA-SIST-LT-01;10.20.17.23;recoverit.exe;;C:\Users\fsalazar\Downloads\WSR.v13.5.10.10.ZDescargas.org\Wondershare Recoverit 13.5.10.10\Medicina\recoverit.exe;mbarrientos;14/10/2025 10:36;14/10/2025 10:36;1
14/10/2025 10:17;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;LT-COMP73;172.16.5.117;BrowsingHistoryView.exe;;C:\AntiUsbShortCut\BrowsingHistoryView.exe;mmiyagusuku;14/10/2025 10:17;14/10/2025 10:17;1
14/10/2025 10:16;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PA-SIST-LT-01;10.20.17.23;sm2246XT_MPTool_P0721A.exe;;C:\Users\fsalazar\Downloads\SMI (Silicon Motion)\SMI (Silicon Motion)\Para SSD\SMI MPTool SM2246XT\SMI MPTool SM2246XT P0721A\sm2246XT_MPTool_P0721A.exe;mbarrientos;14/10/2025 10:16;14/10/2025 10:16;1
14/10/2025 10:11;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PA-SIST-LT-01;10.20.17.23;RegCleaner.exe;;C:\Users\fsalazar\Downloads\SMI (Silicon Motion)\SMI (Silicon Motion)\DynaMassStorageProductionTool v15.04.02.21 O0425 [SM3257ENBA]\UFD_MP\RegCleaner.exe;mbarrientos;14/10/2025 10:11;14/10/2025 10:11;1
14/10/2025 10:06;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PA-SIST-LT-01;10.20.17.23;SMIRestartU2Hub.exe;;C:\Users\fsalazar\Downloads\SMI (Silicon Motion)\SMI (Silicon Motion)\Dyna Mass Storage Production Tool v15.07.14.21 O0729_SCY [SM3259AA]\UFD_Tool\SMIRestartU2Hub.exe;mbarrientos;14/10/2025 10:06;14/10/2025 10:06;1
14/10/2025 7:56;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PC-TD191CHE;172.16.191.37;SSPORT.SYS;;C:\Windows\System32\drivers\SSPORT.SYS;User;14/10/2025 7:56;14/10/2025 7:56;1
14/10/2025 7:27;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;HG-LAPTOP98;192.168.0.105;cscript.exe;;C:\Windows\System32\cscript.exe;evandro.limeira;14/10/2025 7:27;14/10/2025 7:27;1
13/10/2025 21:28;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PNSA-SERVER;10.3.1.254;Keygen.exe;;D:\USERPLANTA\CPAIVA\Del escritorio\Escritorio\USB Lucia\USB\LUCIA ARCHIVOS\Corel\CDGSX8\Crack\Keygen.exe;Administrator;13/10/2025 21:26;13/10/2025 21:28;3
13/10/2025 11:14;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;HG-LAPTOP98;10.8.80.227;cscript.exe;;C:\Windows\System32\cscript.exe;evandro.limeira;13/10/2025 7:13;13/10/2025 11:14;3
13/10/2025 10:36;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;PQ02FNUNEZ;10.25.2.2;$RN4BKXE.exe;;C:\$Recycle.Bin\S-1-5-21-3980907825-1687944145-1845389762-1289\$RN4BKXE.exe;azuniga;02/10/2025 16:24;13/10/2025 10:36;171
13/10/2025 10:12;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PC-CONT06;172.16.102.63;OInstall.exe;;C:\Windows\OInstall.exe;avargas;07/10/2025 12:38;13/10/2025 10:12;2
13/10/2025 4:13;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;LOG06D;10.30.12.147;java.exe;;C:\Loro\jdk-11-jre\bin\java.exe;;13/10/2025 4:13;13/10/2025 4:13;1
12/10/2025 22:25;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;PC-TD36ADM;172.16.36.29;mgwgyeml32.exe;;C:\Users\User\AppData\Roaming\deyqrtgv\mgwgyeml32.exe;User;01/10/2025 8:46;12/10/2025 22:25;1006
12/10/2025 21:05;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;LT-VCORP27;192.168.18.193;KMSAuto++.exe;;C:\Users\gavellaneda\Documents\kms_auto 1.6\kms_auto 1.6\KMSAuto++.exe;gavellaneda;12/10/2025 21:05;12/10/2025 21:05;1
12/10/2025 19:28;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;HG-LAPTOP183;192.168.1.94;WerFaultSecure.exe;;C:\Windows\System32\WerFaultSecure.exe;iflopes;12/10/2025 19:28;12/10/2025 19:28;1
12/10/2025 18:55;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;PC-TD36CJR03;172.16.36.70;mgwgyeml32.exe;;C:\Users\User\AppData\Roaming\deyqrtgv\mgwgyeml32.exe;User;01/10/2025 9:16;12/10/2025 18:55;234
12/10/2025 10:03;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PC-TD96VEXT01;172.16.11.33;Start.lnk;;C:\Users\user\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup\Start.lnk;user;12/10/2025 10:03;12/10/2025 10:03;1
11/10/2025 9:49;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;LT-VCORP26;172.16.1.184;$R8CAKOP.exe;;C:\$Recycle.Bin\S-1-5-21-327965969-987263446-587939204-2297\$R8CAKOP.exe;cobranzaempresa;11/10/2025 9:49;11/10/2025 9:49;1
11/10/2025 9:49;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;LT-CRED24;192.168.1.162;AnyDesk.exe;;C:\Users\user\Downloads\AnyDesk.exe;cobranzaempresa;11/10/2025 9:49;11/10/2025 9:49;1
11/10/2025 9:49;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;PC-TD227SUB;172.16.227.30;AnyDesk_Abril2021.exe;;D:\Utilitarios 2020\Programas\AnyDesk\AnyDesk_Abril2021.exe;cobranzaempresa;11/10/2025 9:49;11/10/2025 9:49;1
10/10/2025 19:26;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;PC-TD209GON01;172.16.209.23;w11mdp.dll;;C:\Users\User\AppData\Local\Kingsoft\WPS Office\12.2.0.22549\office6\w11mdp.dll;;10/10/2025 17:56;10/10/2025 19:26;2
10/10/2025 17:29;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;PNSA1L524;10.3.2.196;8910;;C:\Users\lalcocer\Documents\.tmp.driveupload\8910;lalcocer;10/10/2025 17:27;10/10/2025 17:29;3
10/10/2025 14:54;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;PQ01LMENDOZA;10.4.10.93;$RN4BKXE.exe;;C:\$Recycle.Bin\S-1-5-21-3980907825-1687944145-1845389762-1289\$RN4BKXE.exe;azuniga;10/10/2025 8:54;10/10/2025 14:54;6
10/10/2025 12:09;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;PTGHM03;192.168.1.10;powershell.exe;;C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe;Jalopez;10/10/2025 12:09;10/10/2025 12:09;1
10/10/2025 11:05;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;SRVINFRADEV;10.4.1.239;AnyDesk.exe;;C:\Users\sistemas\Downloads\AnyDesk.exe;sistemas;10/10/2025 11:05;10/10/2025 11:05;1
10/10/2025 11:04;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;UIPATHSTUDIO;10.4.1.235;AnyDesk.exe;;C:\Users\user\OneDrive - Quimpac S.A\Pruebas_BI\AnyDesk.exe;sistemas;10/10/2025 10:54;10/10/2025 11:04;3
10/10/2025 11:00;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;LT-RRHH71;10.30.33.38;w11mdp.dll;;C:\Users\lherrera\AppData\Local\Kingsoft\WPS Office\12.2.0.22549\office6\w11mdp.dll;;10/10/2025 11:00;10/10/2025 11:00;1
10/10/2025 10:04;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Malicious-Block;LT-COMP73;172.16.3.190;BrowsingHistoryView.exe;;C:\AntiUsbShortCut\BrowsingHistoryView.exe;mmiyagusuku;10/10/2025 10:04;10/10/2025 10:04;1
10/10/2025 7:25;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-Suspicious-Block;HG-LAPTOP98;172.20.10.2;cscript.exe;;C:\Windows\System32\cscript.exe;evandro.limeira;10/10/2025 7:05;10/10/2025 7:25;2
09/10/2025 17:57;RPT_Aplicacion_sospechosa_de_malware;RPT-Aplicacion sospechosa de malware;FortiEDR-Security-PUP-Block;PC-TD128ALM;172.16.128.36;AnyDesk_Abril2021.exe;;D:\Utilitarios 2020\Programas\AnyDesk\AnyDesk_Abril2021.exe;cobranzaempresa;09/10/2025 17:57;09/10/2025 17:57;1
